is_hit,pred_prob,batter_name,game_date,game_season,batSide,pitcher_hand,batting_order,weather_condition,weather_temp,weight,height_in_inches,strikeZoneTop,strikeZoneBottom,last_season_ba
0,0.3536,Player_006,2022-05-05,2022,R,R,3,Drizzle,75.0,188.0,77.0,3.69,1.54,0.281
1,0.1958,Player_003,2022-04-01,2022,R,R,5,Drizzle,75.0,202.0,77.0,3.59,1.57,0.287
1,0.3012,Player_035,2024-05-11,2024,L,R,5,Sunny,78.0,179.0,77.0,3.49,1.57,0.302
0,0.3356,Player_002,2024-05-23,2024,R,L,6,Overcast,58.0,217.0,71.0,3.51,1.67,0.257
0,0.3191,Player_019,2022-06-08,2022,L,R,9,Overcast,67.0,200.0,75.0,3.34,1.56,0.238
0,0.3388,Player_008,2023-09-23,2023,L,R,6,Sunny,91.0,186.0,72.0,3.61,1.79,0.232
1,0.1828,Player_030,2023-09-21,2023,R,R,9,Overcast,94.0,232.0,71.0,3.33,1.71,0.234
0,0.3843,Player_005,2024-07-29,2024,R,L,8,Sunny,55.0,205.0,74.0,3.45,1.69,0.272
0,0.1946,Player_023,2024-05-09,2024,R,L,7,Drizzle,80.0,178.0,75.0,3.46,1.5,0.28
0,0.1404,Player_013,2024-05-08,2024,R,R,3,Overcast,60.0,181.0,75.0,3.54,1.64,0.299
1,0.2554,Player_020,2024-04-14,2024,R,R,6,Cloudy,,193.0,73.0,3.47,1.74,0.3
1,0.0987,Player_007,2024-08-20,2024,L,L,2,Sunny,55.0,236.0,71.0,3.68,1.65,0.304
1,0.224,Player_004,2023-05-10,2023,L,R,9,Drizzle,85.0,181.0,70.0,3.62,1.72,0.236
0,0.4491,Player_007,2022-09-09,2022,L,L,2,Sunny,94.0,201.0,70.0,3.68,1.7,0.295
0,0.2434,Player_023,2024-07-17,2024,L,L,3,Sunny,59.0,200.0,76.0,3.51,1.78,0.227
0,0.1801,Player_025,2023-06-27,2023,R,R,9,Sunny,71.0,215.0,74.0,3.42,1.61,0.308
0,0.3018,Player_036,2023-09-15,2023,L,R,2,Sunny,62.0,213.0,72.0,3.69,1.75,0.273
0,0.2172,Player_037,2022-04-29,2022,R,R,5,Sunny,62.0,206.0,76.0,3.33,1.58,0.284
1,0.3405,Player_030,2024-06-22,2024,R,R,6,Sunny,86.0,227.0,72.0,3.67,1.67,0.282
0,0.2177,Player_000,2024-05-16,2024,R,R,2,Drizzle,59.0,176.0,72.0,3.34,1.69,0.276
0,0.289,Player_028,2023-05-03,2023,L,L,4,Overcast,59.0,200.0,76.0,3.62,1.63,0.272
0,0.1997,Player_028,2024-09-16,2024,R,R,8,Overcast,69.0,179.0,74.0,3.61,1.53,0.312
1,0.4619,Player_028,2023-07-18,2023,S,R,7,Cloudy,67.0,194.0,75.0,3.56,1.63,
0,0.3153,Player_026,2022-04-29,2022,R,R,6,Cloudy,94.0,192.0,76.0,3.61,1.56,0.298
0,0.2698,Player_027,2022-04-20,2022,R,R,5,Cloudy,70.0,232.0,72.0,3.34,1.65,0.256
0,0.2595,Player_023,2023-05-27,2023,R,R,4,Cloudy,76.0,218.0,70.0,3.45,1.51,0.225
0,0.2112,Player_024,2022-08-29,2022,R,L,6,Overcast,59.0,190.0,75.0,3.43,1.65,0.258
0,0.2167,Player_027,2024-04-26,2024,L,L,1,Sunny,69.0,216.0,72.0,3.69,1.61,0.235
0,0.2248,Player_001,2024-08-11,2024,R,R,1,Drizzle,63.0,229.0,77.0,3.49,1.5,0.264
1,0.4175,Player_020,2023-04-20,2023,L,R,8,Drizzle,69.0,187.0,72.0,3.32,1.69,0.228
0,0.2113,Player_005,2024-05-30,2024,R,L,2,Sunny,,211.0,76.0,3.4,1.59,0.299
0,0.1009,Player_037,2024-07-02,2024,S,L,7,Drizzle,,206.0,75.0,3.64,1.67,0.279
0,0.1984,Player_039,2023-04-24,2023,R,R,1,Overcast,77.0,234.0,75.0,3.66,1.77,0.224
0,0.3349,Player_006,2022-06-11,2022,L,L,3,Sunny,75.0,198.0,75.0,3.67,1.76,0.285
0,0.2523,Player_035,2022-05-19,2022,L,L,9,Sunny,75.0,219.0,70.0,3.36,1.65,0.315
0,0.2706,Player_018,2024-04-08,2024,S,R,3,Cloudy,71.0,211.0,76.0,3.58,1.64,0.226
1,0.3819,Player_026,2023-04-01,2023,L,R,9,Overcast,75.0,195.0,72.0,3.46,1.66,0.256
1,0.2456,Player_026,2024-04-26,2024,L,R,3,Sunny,84.0,196.0,74.0,3.59,1.62,0.309
0,0.3443,Player_004,2024-08-12,2024,L,R,6,Sunny,65.0,231.0,72.0,3.63,1.59,0.223
0,0.2532,Player_036,2023-04-07,2023,L,R,7,Cloudy,62.0,233.0,71.0,3.4,1.55,0.312
1,0.3203,Player_025,2022-07-01,2022,R,R,6,Sunny,82.0,191.0,73.0,3.5,1.77,0.319
1,0.2226,Player_019,2022-04-05,2022,R,L,3,Sunny,60.0,205.0,73.0,3.43,1.52,0.259
0,0.2531,Player_024,2023-05-09,2023,L,L,7,Sunny,69.0,184.0,77.0,3.48,1.6,0.266
0,0.3574,Player_039,2024-05-02,2024,L,R,3,Overcast,78.0,202.0,73.0,3.42,1.55,0.319
0,0.3524,Player_025,2024-05-31,2024,L,R,8,Sunny,78.0,231.0,77.0,3.44,1.52,0.226
1,0.2884,Player_026,2023-08-12,2023,L,R,4,Cloudy,84.0,220.0,75.0,3.41,1.55,0.252
0,0.237,Player_035,2024-06-14,2024,L,L,8,Cloudy,73.0,206.0,75.0,3.42,1.64,0.226
0,0.3919,Player_027,2023-04-03,2023,R,R,9,Drizzle,74.0,225.0,77.0,3.53,1.67,0.295
0,0.3413,Player_005,2022-04-27,2022,L,R,7,Drizzle,56.0,210.0,77.0,3.54,1.77,0.285
0,0.2726,Player_032,2022-05-25,2022,L,R,5,Drizzle,86.0,203.0,73.0,3.67,1.71,0.306
0,0.2543,Player_035,2022-05-21,2022,L,R,4,Cloudy,64.0,176.0,73.0,3.46,1.74,0.239
0,0.3717,Player_029,2022-07-11,2022,L,R,4,Sunny,88.0,182.0,75.0,3.56,1.67,0.275
1,0.3081,Player_006,2023-06-03,2023,L,R,4,Sunny,80.0,210.0,71.0,3.69,1.56,0.291
1,0.2886,Player_020,2024-08-11,2024,L,R,5,Sunny,91.0,180.0,71.0,3.49,1.75,0.248
0,0.288,Player_002,2022-05-16,2022,R,R,5,Sunny,90.0,175.0,72.0,3.61,1.64,0.309
1,0.3236,Player_030,2022-08-01,2022,L,R,7,Sunny,70.0,196.0,74.0,3.69,1.73,0.24
1,0.276,Player_038,2022-04-19,2022,R,R,9,Sunny,70.0,211.0,77.0,3.62,1.5,
0,0.3343,Player_001,2022-09-25,2022,R,L,8,Sunny,91.0,222.0,75.0,3.33,1.63,0.248
0,0.3582,Player_004,2022-09-25,2022,L,L,6,Cloudy,90.0,237.0,72.0,3.38,1.6,0.3
1,0.3372,Player_037,2022-05-20,2022,L,R,9,Drizzle,83.0,217.0,76.0,3.42,1.59,0.291
0,0.3762,Player_031,2022-05-13,2022,R,R,9,Sunny,91.0,238.0,74.0,3.57,1.7,0.309
0,0.2806,Player_032,2024-03-31,2024,R,R,5,Sunny,79.0,193.0,77.0,3.57,1.75,0.282
0,0.3183,Player_008,2023-09-23,2023,L,L,4,Cloudy,55.0,217.0,74.0,3.35,1.76,0.312
0,0.3703,Player_025,2022-04-07,2022,L,R,5,Sunny,77.0,175.0,77.0,3.48,1.74,0.274
0,0.3713,Player_033,2023-04-01,2023,L,R,1,Drizzle,69.0,183.0,76.0,3.47,1.74,0.312
0,0.3441,Player_002,2022-04-18,2022,R,R,3,Sunny,,216.0,74.0,3.58,1.75,0.307
0,0.2942,Player_011,2023-05-24,2023,R,L,4,Sunny,77.0,195.0,76.0,3.4,1.71,0.267
0,0.437,Player_011,2023-09-23,2023,L,R,8,Cloudy,77.0,211.0,76.0,3.4,1.73,0.221
1,0.2322,Player_021,2024-04-29,2024,L,L,3,Sunny,84.0,236.0,71.0,3.54,1.57,0.319
0,0.2691,Player_010,2024-07-11,2024,R,R,6,Cloudy,86.0,225.0,75.0,3.33,1.79,0.27
1,0.255,Player_013,2024-07-26,2024,L,L,3,Sunny,67.0,197.0,77.0,3.57,1.65,0.294
1,0.2242,Player_010,2022-08-22,2022,R,L,4,Sunny,94.0,219.0,74.0,3.48,1.58,0.265
0,0.1108,Player_002,2023-08-04,2023,R,L,1,Sunny,72.0,235.0,73.0,3.51,1.64,0.256
0,0.3962,Player_026,2023-09-25,2023,L,R,5,Overcast,72.0,191.0,70.0,3.62,1.75,0.256
0,0.2282,Player_025,2024-07-28,2024,L,R,1,Sunny,62.0,211.0,75.0,3.37,1.71,0.256
1,0.3119,Player_035,2022-08-30,2022,L,R,2,Sunny,94.0,222.0,77.0,3.38,1.55,0.278
0,0.1805,Player_023,2024-05-27,2024,R,R,5,Cloudy,70.0,217.0,74.0,3.66,1.63,0.301
0,0.3435,Player_027,2023-06-13,2023,L,R,7,Cloudy,61.0,206.0,77.0,3.6,1.73,0.277
0,0.245,Player_014,2023-08-11,2023,L,R,4,Sunny,88.0,203.0,71.0,3.41,1.71,0.273
0,0.2205,Player_015,2023-09-05,2023,L,R,3,Drizzle,93.0,212.0,74.0,3.59,1.56,0.251
1,0.3136,Player_016,2023-04-01,2023,L,R,9,Cloudy,63.0,207.0,76.0,3.48,1.72,0.266
1,0.2309,Player_038,2024-06-17,2024,R,R,4,Drizzle,78.0,198.0,72.0,3.55,1.7,0.238
0,0.2598,Player_018,2023-08-23,2023,L,R,3,Sunny,91.0,231.0,76.0,3.61,1.57,0.294
0,0.292,Player_034,2022-04-21,2022,R,R,1,Cloudy,81.0,226.0,70.0,3.32,1.59,0.298
0,0.306,Player_012,2022-06-03,2022,R,L,4,Sunny,72.0,216.0,76.0,3.54,1.63,0.244
0,0.2227,Player_027,2024-07-07,2024,R,R,2,Sunny,77.0,187.0,70.0,3.44,1.7,0.277
0,0.2006,Player_010,2023-04-15,2023,L,L,4,Sunny,59.0,208.0,70.0,3.51,1.79,0.248
0,0.2516,Player_015,2023-09-12,2023,R,L,2,Sunny,94.0,188.0,76.0,3.45,1.8,0.318
1,0.3177,Player_034,2023-06-06,2023,R,R,2,Overcast,75.0,185.0,77.0,3.68,1.71,0.25
0,0.4024,Player_027,2023-08-20,2023,L,R,7,Overcast,56.0,190.0,73.0,3.54,1.62,0.306
1,0.205,Player_019,2023-06-16,2023,R,R,5,Sunny,68.0,185.0,71.0,3.64,1.52,0.29
0,0.2277,Player_016,2022-06-12,2022,R,L,7,Sunny,71.0,226.0,74.0,3.4,1.68,0.317
0,0.3823,Player_031,2023-09-21,2023,L,R,6,Sunny,94.0,208.0,72.0,3.45,1.64,0.292
0,0.4181,Player_006,2023-09-01,2023,R,R,5,Cloudy,90.0,222.0,72.0,3.61,1.7,0.281
0,0.2105,Player_033,2022-07-02,2022,R,R,5,Sunny,67.0,238.0,70.0,3.39,1.79,0.266
0,0.2283,Player_024,2024-06-22,2024,R,R,4,Overcast,61.0,192.0,74.0,3.7,1.55,0.267
1,0.2767,Player_013,2022-08-19,2022,S,L,3,Sunny,56.0,187.0,71.0,3.56,1.61,0.22
1,0.2596,Player_027,2022-08-02,2022,L,R,9,Cloudy,77.0,184.0,76.0,3.66,1.67,0.32
1,0.2269,Player_039,2024-09-23,2024,R,R,4,Overcast,72.0,176.0,71.0,3.34,1.61,0.277
0,0.3171,Player_013,2024-05-29,2024,L,R,8,Sunny,75.0,176.0,77.0,3.47,1.55,0.279
0,0.3885,Player_015,2022-04-21,2022,R,R,7,Overcast,65.0,213.0,75.0,3.43,1.68,0.238
0,0.1883,Player_037,2024-05-05,2024,R,R,6,Drizzle,87.0,219.0,73.0,3.69,1.51,0.263
1,0.4049,Player_013,2022-07-04,2022,L,R,8,Cloudy,75.0,194.0,73.0,3.36,1.61,0.242
1,0.2598,Player_034,2024-05-26,2024,L,R,6,Sunny,91.0,210.0,72.0,3.6,1.79,0.242
0,0.2942,Player_035,2023-08-24,2023,L,L,8,Cloudy,64.0,188.0,70.0,3.55,1.64,0.275
1,0.3814,Player_023,2024-09-04,2024,L,L,8,Sunny,65.0,220.0,70.0,3.64,1.53,0.244
0,0.3228,Player_003,2023-05-04,2023,L,R,6,Drizzle,78.0,221.0,74.0,3.69,1.75,0.287
0,0.2792,Player_002,2023-09-26,2023,L,R,7,Cloudy,82.0,221.0,76.0,3.62,1.55,0.258
0,0.3503,Player_011,2024-07-22,2024,L,R,8,Overcast,66.0,208.0,75.0,3.4,1.58,0.258
0,0.2879,Player_000,2022-05-18,2022,L,R,3,Cloudy,76.0,229.0,76.0,3.63,1.79,0.29
1,0.3165,Player_030,2022-05-07,2022,R,R,8,Sunny,75.0,180.0,75.0,3.51,1.73,0.287
1,0.2657,Player_025,2023-04-30,2023,R,R,5,Cloudy,81.0,202.0,72.0,3.56,1.6,0.26
0,0.3403,Player_018,2023-06-24,2023,R,R,2,Overcast,80.0,179.0,77.0,3.41,1.69,0.313
0,0.2024,Player_032,2022-04-13,2022,L,R,2,Sunny,63.0,228.0,71.0,3.63,1.65,0.253
0,0.2091,Player_005,2023-04-24,2023,R,R,7,Sunny,59.0,179.0,72.0,3.48,1.77,0.292
0,0.1814,Player_020,2023-08-14,2023,R,R,8,Drizzle,65.0,203.0,75.0,3.62,1.67,0.299
0,0.296,Player_013,2023-06-27,2023,L,R,6,Sunny,60.0,187.0,70.0,3.47,1.7,0.242
0,0.1929,Player_000,2024-07-04,2024,L,R,6,Overcast,76.0,221.0,76.0,3.55,1.54,0.267
0,0.2316,Player_019,2023-05-29,2023,R,R,8,Sunny,75.0,201.0,72.0,3.34,1.57,0.222
0,0.2225,Player_005,2023-07-10,2023,L,R,9,Overcast,55.0,210.0,75.0,3.34,1.51,0.253
0,0.3536,Player_001,2023-06-01,2023,R,L,8,Cloudy,87.0,237.0,75.0,3.68,1.68,0.247
1,0.2107,Player_008,2022-04-09,2022,S,R,2,Sunny,83.0,234.0,70.0,3.59,1.67,0.297
0,0.2099,Player_007,2024-07-11,2024,L,R,8,Sunny,73.0,202.0,72.0,3.37,1.59,0.242
0,0.2874,Player_025,2024-04-14,2024,L,L,5,Sunny,61.0,199.0,77.0,3.54,1.57,0.223
0,0.3981,Player_031,2024-08-01,2024,S,R,8,Cloudy,61.0,194.0,77.0,3.61,1.64,0.222
0,0.2719,Player_019,2024-09-11,2024,R,R,7,Sunny,92.0,219.0,74.0,3.54,1.53,0.296
0,0.2973,Player_025,2023-07-30,2023,L,R,7,Sunny,64.0,239.0,73.0,3.48,1.76,0.234
0,0.3704,Player_004,2024-07-12,2024,R,R,8,Cloudy,89.0,213.0,74.0,3.63,1.75,0.284
1,0.3415,Player_031,2022-09-21,2022,R,R,2,Drizzle,81.0,211.0,75.0,3.32,1.68,0.24
0,0.2798,Player_020,2024-05-09,2024,R,L,8,Sunny,79.0,239.0,70.0,3.55,1.77,0.242
0,0.2392,Player_017,2023-08-18,2023,R,R,4,Cloudy,88.0,187.0,72.0,3.49,1.68,0.301
0,0.3319,Player_034,2022-05-08,2022,L,R,2,Drizzle,90.0,180.0,70.0,3.56,1.65,0.288
1,0.2047,Player_012,2024-03-31,2024,L,R,7,Cloudy,65.0,181.0,74.0,3.42,1.68,
0,0.2363,Player_017,2023-05-14,2023,R,R,9,Drizzle,94.0,213.0,71.0,3.36,1.53,0.313
0,0.4002,Player_037,2024-06-29,2024,L,R,1,Cloudy,60.0,233.0,77.0,3.69,1.57,0.307
0,0.3411,Player_005,2024-04-11,2024,R,L,9,Cloudy,85.0,190.0,73.0,3.65,1.67,0.305
0,0.3106,Player_020,2024-05-20,2024,R,R,4,Overcast,70.0,222.0,77.0,3.66,1.53,0.234
0,0.1349,Player_023,2023-04-09,2023,L,L,9,Sunny,80.0,232.0,77.0,3.61,1.74,0.237
0,0.1954,Player_028,2023-05-14,2023,R,R,1,Cloudy,88.0,234.0,72.0,3.33,1.55,0.318
0,0.2224,Player_037,2024-08-07,2024,L,L,6,Cloudy,72.0,226.0,75.0,3.55,1.63,0.278
0,0.268,Player_013,2022-04-28,2022,R,R,5,Sunny,58.0,198.0,70.0,3.45,1.65,0.275
0,0.2125,Player_004,2022-05-18,2022,L,R,8,Sunny,87.0,218.0,77.0,3.43,1.55,0.271
1,0.2628,Player_015,2024-04-24,2024,R,R,5,Overcast,60.0,211.0,76.0,3.4,1.57,0.294
0,0.3737,Player_006,2024-06-08,2024,R,L,1,Sunny,83.0,206.0,75.0,3.37,1.65,0.279
0,0.3281,Player_029,2024-08-14,2024,L,R,2,Sunny,72.0,221.0,74.0,3.36,1.53,0.235
0,0.2953,Player_022,2022-07-06,2022,R,R,3,Sunny,73.0,219.0,70.0,3.35,1.56,
0,0.2088,Player_030,2022-05-07,2022,R,R,8,Sunny,65.0,227.0,72.0,3.58,1.51,0.25
0,0.1353,Player_013,2024-05-27,2024,R,L,1,Cloudy,75.0,211.0,75.0,3.67,1.65,0.307
0,0.194,Player_038,2022-07-30,2022,R,R,8,Sunny,62.0,217.0,71.0,3.45,1.75,0.26
0,0.1624,Player_035,2023-06-26,2023,S,R,5,Sunny,64.0,193.0,75.0,3.34,1.74,0.307
0,0.3053,Player_036,2023-06-22,2023,L,R,6,Sunny,73.0,205.0,76.0,3.39,1.61,0.277
0,0.2769,Player_028,2024-09-02,2024,R,L,9,Drizzle,86.0,228.0,77.0,3.6,1.71,0.313
1,0.2324,Player_007,2023-08-26,2023,L,R,7,Overcast,75.0,225.0,70.0,3.44,1.8,0.308
0,0.2904,Player_005,2022-05-14,2022,R,R,6,Sunny,90.0,208.0,74.0,3.57,1.63,0.258
0,0.3528,Player_038,2023-08-05,2023,R,L,8,Sunny,65.0,211.0,71.0,3.38,1.77,0.275
1,0.437,Player_034,2022-08-21,2022,L,R,5,Sunny,55.0,191.0,71.0,3.6,1.73,0.291
0,0.3539,Player_035,2024-09-08,2024,L,R,9,Sunny,67.0,199.0,77.0,3.56,1.55,0.225
1,0.2678,Player_025,2023-05-18,2023,R,R,8,Cloudy,59.0,218.0,75.0,3.39,1.63,0.236
0,0.3517,Player_034,2023-08-10,2023,L,R,9,Cloudy,75.0,182.0,75.0,3.67,1.78,0.293
0,0.3446,Player_019,2023-05-04,2023,R,L,5,Cloudy,94.0,176.0,76.0,3.51,1.55,0.311
1,0.1295,Player_006,2022-06-20,2022,L,L,6,Overcast,74.0,213.0,70.0,3.39,1.52,0.25
0,0.3837,Player_010,2022-04-14,2022,S,R,5,Overcast,62.0,221.0,74.0,3.53,1.58,0.259
0,0.2619,Player_034,2024-07-17,2024,L,R,9,Sunny,78.0,238.0,71.0,3.47,1.5,0.307
0,0.2626,Player_025,2023-08-02,2023,L,R,6,Cloudy,84.0,205.0,70.0,3.67,1.54,0.247
0,0.2252,Player_039,2023-06-20,2023,R,L,2,Sunny,89.0,183.0,77.0,3.42,1.63,0.313
0,0.2724,Player_035,2023-06-14,2023,R,L,5,Cloudy,74.0,216.0,73.0,3.65,1.73,0.234
1,0.1922,Player_030,2024-05-13,2024,L,L,2,Sunny,71.0,195.0,71.0,3.6,1.56,0.245
0,0.2601,Player_001,2024-08-16,2024,R,R,6,Sunny,,185.0,76.0,3.57,1.75,0.224
0,0.3168,Player_007,2022-09-11,2022,R,R,7,Sunny,63.0,215.0,75.0,3.37,1.8,0.229
0,0.2953,Player_015,2023-04-24,2023,R,R,8,Sunny,59.0,221.0,72.0,3.33,1.64,0.246
0,0.3267,Player_001,2023-05-20,2023,L,R,2,Sunny,85.0,178.0,76.0,3.65,1.8,0.286
0,0.2273,Player_037,2024-07-17,2024,R,L,5,Cloudy,60.0,222.0,75.0,3.53,1.67,0.24
0,0.3286,Player_009,2024-06-04,2024,R,R,4,Sunny,82.0,212.0,72.0,3.69,1.52,0.314
1,0.3239,Player_015,2024-04-02,2024,R,L,4,Drizzle,78.0,223.0,72.0,3.51,1.53,0.255
0,0.3498,Player_026,2024-04-03,2024,R,R,9,Sunny,73.0,215.0,71.0,3.54,1.65,0.272
0,0.3099,Player_001,2023-05-13,2023,R,R,6,Drizzle,70.0,205.0,72.0,3.7,1.78,0.286
0,0.3657,Player_025,2023-09-22,2023,L,R,4,Sunny,,196.0,72.0,3.59,1.53,0.234
0,0.341,Player_004,2023-07-19,2023,R,R,9,Sunny,86.0,216.0,72.0,3.44,1.67,0.289
0,0.4674,Player_036,2024-05-15,2024,R,R,5,Sunny,61.0,187.0,71.0,3.63,1.74,0.232
0,0.3653,Player_027,2022-04-11,2022,R,R,4,Sunny,93.0,210.0,71.0,3.42,1.79,0.303
0,0.2638,Player_013,2023-08-15,2023,L,L,5,Sunny,60.0,223.0,75.0,3.51,1.77,0.269
1,0.2062,Player_028,2022-06-07,2022,L,L,8,Cloudy,87.0,190.0,72.0,3.4,1.53,0.229
0,0.2617,Player_012,2022-06-10,2022,R,R,5,Sunny,72.0,180.0,70.0,3.7,1.52,0.291
0,0.2468,Player_004,2024-07-10,2024,L,L,6,Sunny,71.0,176.0,75.0,3.67,1.56,0.228
1,0.2858,Player_000,2022-05-12,2022,S,L,2,Sunny,75.0,211.0,71.0,3.65,1.58,0.317
0,0.221,Player_008,2024-08-08,2024,L,L,1,Cloudy,74.0,201.0,73.0,3.46,1.76,0.265
1,0.3335,Player_028,2023-05-27,2023,R,L,1,Sunny,60.0,217.0,76.0,3.59,1.69,0.258
0,0.1827,Player_022,2024-08-05,2024,R,R,5,Sunny,61.0,227.0,72.0,3.4,1.78,0.251
0,0.1857,Player_010,2024-07-02,2024,L,R,7,Sunny,84.0,238.0,71.0,3.46,1.63,0.265
0,0.2605,Player_027,2024-04-26,2024,L,L,2,Cloudy,82.0,195.0,75.0,3.62,1.62,
0,0.221,Player_015,2024-07-21,2024,R,R,9,Cloudy,70.0,182.0,70.0,3.32,1.58,0.272
1,0.1619,Player_006,2022-04-14,2022,R,L,2,Sunny,72.0,223.0,74.0,3.32,1.63,0.284
0,0.2554,Player_027,2023-08-07,2023,L,R,7,Cloudy,70.0,176.0,76.0,3.56,1.74,0.226
1,0.1967,Player_018,2024-06-06,2024,R,L,3,Sunny,89.0,216.0,73.0,3.61,1.71,0.305
1,0.2807,Player_026,2024-07-29,2024,R,R,1,Sunny,57.0,192.0,71.0,3.45,1.74,0.273
1,0.2366,Player_022,2024-05-13,2024,R,R,7,Cloudy,81.0,197.0,76.0,3.57,1.75,0.272
1,0.2623,Player_004,2024-06-12,2024,L,R,5,Overcast,67.0,183.0,75.0,3.66,1.5,0.245
0,0.2697,Player_001,2022-05-26,2022,L,L,6,Sunny,61.0,175.0,73.0,3.34,1.57,0.228
0,0.341,Player_004,2022-05-16,2022,L,L,9,Cloudy,61.0,187.0,71.0,3.63,1.7,
1,0.373,Player_008,2024-05-31,2024,L,L,5,Sunny,71.0,203.0,74.0,3.53,1.63,0.302
0,0.3103,Player_008,2023-04-10,2023,L,R,8,Cloudy,60.0,194.0,76.0,3.47,1.54,0.275
0,0.2658,Player_036,2024-06-10,2024,R,L,5,Cloudy,82.0,200.0,70.0,3.32,1.52,0.246
0,0.2872,Player_031,2023-04-23,2023,L,R,4,Overcast,68.0,182.0,73.0,3.45,1.78,0.279
0,0.3137,Player_035,2024-07-02,2024,S,R,4,Sunny,89.0,184.0,72.0,3.62,1.75,0.255
1,0.3273,Player_018,2024-04-16,2024,L,R,4,Sunny,60.0,223.0,72.0,3.52,1.6,0.242
0,0.3928,Player_012,2022-04-02,2022,L,R,8,Sunny,69.0,228.0,71.0,3.37,1.69,0.294
0,0.1178,Player_016,2024-06-18,2024,R,L,5,Sunny,70.0,223.0,75.0,3.39,1.54,0.237
1,0.2636,Player_034,2023-05-24,2023,R,R,9,Sunny,81.0,237.0,77.0,3.64,1.54,0.278
0,0.2937,Player_014,2023-09-05,2023,L,L,3,Cloudy,66.0,222.0,70.0,3.47,1.6,0.293
1,0.2982,Player_025,2024-05-17,2024,L,R,7,Cloudy,61.0,182.0,70.0,3.34,1.58,0.226
0,0.2343,Player_005,2023-06-11,2023,L,R,2,Cloudy,71.0,222.0,73.0,3.69,1.79,0.29
0,0.159,Player_039,2022-05-13,2022,R,L,3,Cloudy,91.0,190.0,75.0,3.4,1.51,0.221
0,0.3364,Player_025,2024-09-07,2024,R,R,1,Sunny,87.0,225.0,70.0,3.62,1.66,0.301
0,0.217,Player_038,2024-08-19,2024,L,L,9,Sunny,78.0,216.0,76.0,3.31,1.76,0.248
0,0.1472,Player_011,2022-05-01,2022,L,L,3,Sunny,94.0,230.0,75.0,3.4,1.51,0.235
0,0.34,Player_024,2024-05-15,2024,R,R,8,Overcast,85.0,236.0,72.0,3.43,1.67,0.233
0,0.3121,Player_010,2023-05-04,2023,S,R,4,Sunny,85.0,219.0,72.0,3.64,1.61,0.264
0,0.2719,Player_018,2023-04-28,2023,R,R,2,Sunny,70.0,235.0,72.0,3.6,1.56,0.249
0,0.216,Player_012,2024-05-13,2024,R,R,4,Sunny,74.0,210.0,75.0,3.42,1.57,0.267
0,0.2921,Player_005,2023-09-01,2023,L,R,4,Cloudy,92.0,235.0,71.0,3.61,1.74,0.305
1,0.3551,Player_017,2024-06-21,2024,L,L,5,Drizzle,92.0,180.0,72.0,3.62,1.64,0.23
1,0.157,Player_021,2024-06-07,2024,L,L,3,Overcast,83.0,203.0,72.0,3.5,1.51,0.246
0,0.1705,Player_006,2024-05-04,2024,R,R,7,Sunny,58.0,224.0,72.0,3.5,1.62,0.231
0,0.2061,Player_015,2024-05-03,2024,R,L,7,Cloudy,61.0,239.0,77.0,3.5,1.75,0.284
0,0.2781,Player_003,2022-07-09,2022,R,R,2,Sunny,73.0,231.0,70.0,3.37,1.71,0.282
0,0.2153,Player_025,2024-08-13,2024,S,L,5,Overcast,77.0,198.0,70.0,3.63,1.79,0.305
1,0.295,Player_012,2023-07-10,2023,S,L,6,Sunny,79.0,215.0,73.0,3.59,1.73,0.293
1,0.3562,Player_003,2022-07-28,2022,S,R,3,Sunny,65.0,180.0,73.0,3.64,1.55,0.29
0,0.3195,Player_020,2023-05-18,2023,L,R,7,Sunny,86.0,182.0,77.0,3.63,1.52,0.236
0,0.3392,Player_033,2024-09-17,2024,L,R,3,Sunny,88.0,220.0,72.0,3.61,1.64,0.302
1,0.319,Player_039,2022-08-27,2022,L,R,8,Drizzle,63.0,195.0,74.0,3.61,1.63,0.221
0,0.2507,Player_038,2023-09-06,2023,R,L,5,Sunny,86.0,211.0,75.0,3.68,1.66,0.291
0,0.2095,Player_006,2023-07-30,2023,L,R,4,Drizzle,61.0,188.0,75.0,3.54,1.7,0.301
0,0.178,Player_008,2023-08-03,2023,R,L,6,Sunny,74.0,226.0,72.0,3.63,1.58,0.243
0,0.1854,Player_035,2024-04-12,2024,R,R,6,Sunny,90.0,180.0,76.0,3.62,1.8,0.251
0,0.2696,Player_025,2022-04-29,2022,R,R,5,Cloudy,67.0,215.0,72.0,3.41,1.65,0.244
0,0.3163,Player_021,2024-04-23,2024,L,R,7,Cloudy,82.0,219.0,73.0,3.53,1.71,0.302
0,0.1686,Player_032,2024-06-25,2024,L,L,3,Overcast,89.0,228.0,70.0,3.59,1.62,0.262
0,0.3051,Player_002,2023-07-15,2023,L,R,8,Cloudy,74.0,191.0,77.0,3.34,1.71,
1,0.2187,Player_022,2023-04-22,2023,R,R,6,Cloudy,89.0,197.0,77.0,3.51,1.8,0.27
1,0.2052,Player_022,2022-08-14,2022,R,R,2,Sunny,80.0,211.0,71.0,3.3,1.55,0.293
0,0.2062,Player_037,2022-07-08,2022,R,L,9,Drizzle,75.0,193.0,74.0,3.4,1.63,0.286
0,0.2216,Player_018,2023-07-17,2023,L,R,8,Cloudy,59.0,222.0,76.0,3.49,1.71,0.291
